FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
,,POINT (16.126696578985246 48.171213395275785),,,"253, 453, 458",,,,
,,POINT (16.1221061904973 48.16607302439409),,,"250, 253, 453, 458",,,,
,,POINT (16.100807189764108 48.164059855342366),,,"250, 253, 458",,,,
,,POINT (16.118710579769807 48.1540406855585),,,"250, 453, 458",,,,
,,POINT (16.125780281381783 48.169901402729494),,,"250, 253",,,,
,,POINT (16.118072777714435 48.15121789980483),,,"250, 453, 458",,,,
,,POINT (16.120794577279536 48.1574205672908),,,"250, 253, 453, 458",,,,
,,POINT (16.128574060424572 48.167127513049536),,,"250, 253, 453, 458",,,,
,,POINT (16.11302423306047 48.165617635891486),,,"250, 253, 458",,,,
,,POINT (16.143477330505515 48.3228458552591),,,406,,,,
,,POINT (16.319402059695893 48.089618295875454),,,214,,,,
,,POINT (16.105505367353956 48.16436544940854),,,"250, 253, 458",,,,
,,POINT (16.214227708215848 48.05991974040866),,,265,,,,
,,POINT (16.49186038345923 48.3960537672133),,,514,,,,
,,POINT (16.492947383237055 48.39885705252683),,,514,,,,
,,POINT (16.163410665921525 48.24681069872694),,,449,,,,
,,POINT (16.51159553644431 48.04960369987351),,,227,,,,
,,POINT (16.64396163191905 48.022123002595464),,,272,,,,
,,POINT (16.324778942340995 48.361125291507854),,,1,,,,
,,POINT (16.26180234085003 48.08971435161014),,,260,,,,
,,POINT (16.266284980063215 48.117776613813994),,,"1, 206, 256, 257, 258, 259",,,,
,,POINT (16.45293574147832 48.01226263449093),,,246,,,,
,,POINT (16.302500445789246 48.07110968905837),,,3,,,,
,,POINT (16.13010109698632 48.14153193339944),,,250,,,,
,,POINT (16.32866862172888 48.36015239364038),,,1,,,,
,,POINT (16.32017956481238 48.36117299445951),,,1,,,,
,,POINT (16.33051020813437 48.35728130639869),,,1,,,,
,,POINT (16.17472911654638 48.112606927709514),,,255,,,,
,,POINT (16.377056037236194 48.300064935791376),,,850,,,,
,,POINT (16.309242120891035 48.0949223807656),,,"206, 269, 270, 303, 329",,,,
,,POINT (16.28368525067061 48.09706429572555),,,"206, 207, 259, 261, 262, 268, 269",,,,
,,POINT (16.284107456945282 48.10068197761199),,,"206, 207, 258, 259, 260, 261, 262, 268, 269, 329",,,,
,,POINT (16.274899703237153 48.1015997824178),,,"206, 212, 258, 260, 261",,,,
,,POINT (16.26040995765625 48.094202531651334),,,"206, 260, 262",,,,
,,POINT (16.29083571649826 48.09725628762897),,,206,,,,
,,POINT (16.281879557314767 48.09618240143496),,,"206, 262",,,,
,,POINT (16.42689458078192 48.38677807407079),,,501,,,,
,,POINT (16.280433375493587 48.10146177800715),,,"206, 212, 258, 260, 261",,,,
,,POINT (16.268908026158613 48.09881620181216),,,"206, 212, 258, 260, 261",,,,
,,POINT (16.261452056563087 48.09614642166331),,,"206, 258, 260, 261",,,,
,,POINT (16.276310084561384 48.09620640682396),,,"206, 262",,,,
,,POINT (16.305478251346514 48.100291958958216),,,206,,,,
,,POINT (16.34973375157161 48.168553194916335),,,"15A, 209, 303, 309, 311, 65A, 7940, B01, B05, B23, B24, B25",,,,
,,POINT (16.323512092145947 48.177635067652716),,,9A,,,,
,,POINT (16.359219989876262 48.22895090013623),,,"1, 31, 33, D",,,,
,,POINT (16.445044625124368 48.19700949986455),,,"79A, 79B",,,,
,,POINT (16.332055080192273 48.199290858692905),,,"49, 9, N49",,,,
,,POINT (16.220031107181818 48.209798219264265),,,"451, 453, 50A, N49",,,,
,,POINT (16.39474816381162 48.19211715429621),,,"71, 77A, N71",,,,
,,POINT (16.403646122058845 48.30715177670053),,,501,,,,
,,POINT (16.46269640889933 48.17538869165786),,,"76A, 76B",,,,
,,POINT (16.441801615547625 48.178755188545374),,,"76A, 76B",,,,
,,POINT (16.444038581115347 48.23361832562064),,,"25, 26A, N26",,,,
,,POINT (16.392322765331063 48.25603395045297),,,34A,,,,
,,POINT (16.3209789085856 48.25203261383104),,,39A,,,,
,,POINT (16.3427090115536 48.186919011271414),,,N6,,,,
,,POINT (16.41422365398518 48.25325275028036),,,"25, 26, N20",,,,
,,POINT (16.293733090273616 48.21543100612549),,,45A,,,,
,,POINT (16.36135797018739 48.22309212685959),,,"1, D, N38",,,,
,,POINT (16.301449650839693 48.213790809149465),,,"45A, 46A, 46B",,,,
,,POINT (16.246674907731688 48.13189196576427),,,"249, 255",,,,
,,POINT (16.41666693225119 48.17435832479008),,,"76A, 76B",,,,
,,POINT (16.342412608710593 48.255740883388704),,,"38, 38A, N38",,,,
,,POINT (16.45082973347115 48.223786268521636),,,"86A, 87A",,,,
,,POINT (16.36517589513434 48.2544669752043),,,"38A, 400, D, E4, N36",,,,
,,POINT (16.444433769724284 48.2270717563483),,,94A,,,,
,,POINT (16.473233594186347 48.20202705795158),,,"93A, 95A, N91",,,,
,,POINT (16.407899517830444 48.27708264098469),,,"30, 30A, 31, 31A, 32A, 36A, 36B, N31",,,,
,,POINT (16.49565546004157 48.256673884250766),,,"28A, 85A",,,,
,,POINT (16.244680775508055 48.20424852176482),,,"450, 49A",,,,
,,POINT (16.394864941467617 48.1761315304889),,,69A,,,,
,,POINT (16.227496077851438 48.21313849643863),,,"450, 49A, 50B",,,,
,,POINT (16.393768895560097 48.13894810810932),,,"17A, N17",,,,
,,POINT (16.257710871396633 48.218232215005365),,,52B,,,,
,,POINT (16.54288869554283 48.23189487256927),,,99A,,,,
,,POINT (16.439582909116062 48.23792630820477),,,"26A, N26",,,,
,,POINT (16.295628489624168 48.14949161966208),,,"58A, 58B, 64A",,,,
,,POINT (16.44446958026975 48.16235186539334),,,"73A, N71",,,,
,,POINT (16.458887636938393 48.25427551828898),,,"27A, N25",,,,
,,POINT (16.447685737798015 48.28795046400644),,,32A,,,,
,,POINT (16.301885029590718 48.12842642833829),,,"207, 260, 269, 61B",,,,
,,POINT (16.345354659347034 48.285099237928485),,,400,,,,
,,POINT (16.43423794041554 48.241539994093245),,,"22A, 25, 26A, 93A, 94A, N25, N26, VAL 3",,,,
,,POINT (16.438954155118488 48.26904686006465),,,"28A, 29A, N25",,,,
,,POINT (16.29600580824582 48.16435924845471),,,58B,,,,
,,POINT (16.302329966770223 48.22810123986254),,,"43, 44A, N43",,,,
,,POINT (16.26324436164833 48.15977539047206),,,56A,,,,
,,POINT (16.252985796637812 48.2200099094058),,,52B,,,,
,,POINT (16.370727356740005 48.245757613106754),,,"11A, N29",,,,
,,POINT (16.232885768484394 48.12915199163529),,,"249, 255",,,,
,,POINT (16.43350595201798 48.29638359846337),,,510,,,,
,,POINT (16.34896135456991 48.239846854793534),,,"10A, 35A, 38, N35, N38",,,,
,,POINT (16.42231728643967 48.16098568535933),,,69A,,,,
,,POINT (16.31953260897597 48.17577207909715),,,"63A, 8A",,,,
,,POINT (16.34427210143129 48.185685215993395),,,12A,,,,
,,POINT (16.342978510969076 48.18720040998612),,,"12A, N60",,,,
,,POINT (16.37043093125265 48.22629390661568),,,5A,,,,
,,POINT (16.370296130837637 48.225845008843336),,,"2, 31, 5A, 5B, N31",,,,
,,POINT (16.313379136739755 48.17417269038967),,,"63A, 8A",,,,
,,POINT (16.3127143407995 48.174370389526125),,,8A,,,,
,,POINT (16.399769716188594 48.174993332513644),,,"11, 6, 69A, D, N6",,,,
,,POINT (16.367286734484857 48.14650078870782),,,"67A, 67B, N67",,,,
,,POINT (16.283169014064487 48.19529700855126),,,"47A, 52, 60",,,,
,,POINT (16.397272430277177 48.176838325641114),,,69A,,,,
,,POINT (16.32975538375586 48.193159189383685),,,12A,,,,
,,POINT (16.353497826818995 48.23624506934868),,,37,,,,
,,POINT (16.3616454995035 48.24488422276578),,,"10A, 39A, D, N36",,,,
,,POINT (16.283752885653477 48.176934296183326),,,"10, 49, 60, N60",,,,
,,POINT (16.396652666679806 48.272813867838934),,,"36A, R 21170, R 21222, REX3, S3, S4, S7, SV903",,,,
,,POINT (16.46487941629906 48.26046568445665),,,27A,,,,
,,POINT (16.403452935628867 48.27420095743971),,,"36A, 36B",,,,
,,POINT (16.385271113647722 48.2660691076685),,,34A,,,,
,,POINT (16.266666954965476 48.166899654826366),,,"56B, N62",,,,
,,POINT (16.48802887555722 48.24035536624951),,,95A,,,,
,,POINT (16.304997926433558 48.20873253052456),,,"10, 33, 44, 46, 48A, N46",,,,
,,POINT (16.400928656611715 48.28021532997625),,,"30A, 31A, 32A",,,,
,,POINT (16.35964215649633 48.206750906335),,,"1, 2, 46, 48A, 49, 71, D, N25, N38, N46, N60, N66",,,,
,,POINT (16.41193291586569 48.218100419577425),,,"11A, 82A, N81",,,,
,,POINT (16.288010809957374 48.1381148785685),,,"61A, 62A, 64A, N65",,,,
,,POINT (16.27287432403068 48.1667498507802),,,"56A, 56B, N62",,,,
,,POINT (16.438325380342334 48.285457882319086),,,32A,,,,
,,POINT (16.38878348832187 48.26033413228937),,,"34A, 36A, 36B",,,,
,,POINT (16.36284019464084 48.24552431914845),,,11A,,,,
,,POINT (16.264537986094126 48.18125898695343),,,"54A, 54B",,,,
,,POINT (16.502954142088964 48.217783106073455),,,595,,,,
,,POINT (16.45604891632308 48.22919023958479),,,"86A, 87A, 95A",,,,
,,POINT (16.362741334584733 48.201590029025645),,,57A,,,,
,,POINT (16.412543805260828 48.284178703669035),,,"30, 31, 32A, N31",,,,
,,POINT (16.366577156790687 48.2313863841016),,,"1, 2, 31, 33, O",,,,
,,POINT (16.42576677929163 48.16815174961561),,,73A,,,,
,,POINT (16.326683111425165 48.20206304944668),,,9,,,,
,,POINT (16.53963677941132 48.20851688669275),,,"26A, 88A, N26",,,,
,,POINT (16.290292577816178 48.1946144070652),,,"52, 60",,,,
,,POINT (16.325614172276833 48.24203065860303),,,"35A, N35",,,,
,,POINT (16.309381704253237 48.20812183059088),,,"10, 48A",,,,
,,POINT (16.375470365683253 48.19713524241711),,,"1, D",,,,
,,POINT (16.359040302776357 48.16619259995244),,,"15A, 65A",,,,
,,POINT (16.430824369438852 48.25129674927527),,,"25, 26, 27A, N20",,,,
,,POINT (16.33445362249937 48.2373280759663),,,"10A, 37A, 40A",,,,
,,POINT (16.3569563317789 48.25119509620436),,,37,,,,
,,POINT (16.328524754032635 48.239266570720645),,,40A,,,,
,,POINT (16.36565197481384 48.24095963909938),,,5B,,,,
,,POINT (16.534210925491948 48.22267302267028),,,"99A, 99B",,,,
,,POINT (16.37162562096096 48.15180506061606),,,17A,,,,
,,POINT (16.397802473703706 48.20981596824456),,,80A,,,,
,,POINT (16.39713767594987 48.209235270735036),,,80A,,,,
,,POINT (16.2944739695426 48.129895427800996),,,"207, 61B",,,,
,,POINT (16.401467606402612 48.246433591022175),,,20A,,,,
,,POINT (16.40111720724704 48.24551829580299),,,20A,,,,
,,POINT (16.233730343799408 48.21141449844398),,,"450, 49A, 50B",,,,
,,POINT (16.30202445448967 48.14739992545632),,,"60A, 66A, N66",,,,
,,POINT (16.334354884099806 48.281016467918796),,,38A,,,,
,,POINT (16.429692480925087 48.18339127405157),,,72A,,,,
,,POINT (16.27995297313987 48.15464580437254),,,58B,,,,
,,POINT (16.42585680929546 48.26224180048636),,,29A,,,,
,,POINT (16.246221422296827 48.21495213828279),,,52A,,,,
,,POINT (16.386416471458343 48.29106446941619),,,"26, 32A, 510, N20",,,,
,,POINT (16.302671236997405 48.13673607560464),,,64A,,,,
,,POINT (16.32064656468792 48.21947716976663),,,10A,,,,
,,POINT (16.4360256764957 48.273866139097855),,,"28A, 29B",,,,
,,POINT (16.33764251374703 48.17121918973478),,,"15A, 63A, 7A, N62",,,,
,,POINT (16.533016227037823 48.21997383553069),,,"98A, 99A, 99B",,,,
,,POINT (16.28355527411143 48.23903919934755),,,43A,,,,
,,POINT (16.461268074669736 48.218094489202294),,,92A,,,,
,,POINT (16.316702998884722 48.229944322141215),,,42A,,,,
,,POINT (16.394622381253345 48.20408669730464),,,4A,,,,
,,POINT (16.34541295770283 48.229812605145746),,,"37A, 40A",,,,
,,POINT (16.25513268127917 48.21674182336245),,,52B,,,,
,,POINT (16.308438533354842 48.22601864598614),,,"10, 2, 43, 445, 44A, N43",,,,
,,POINT (16.24135684617574 48.13818084073117),,,"250, N61",,,,
,,POINT (16.43921454595103 48.191087131693074),,,77A,,,,
,,POINT (16.4532731888518 48.271857137318094),,,"29A, 29B, N25",,,,
,,POINT (16.490094935207704 48.21874086785924),,,97A,,,,
,,POINT (16.330545905019736 48.2117855005914),,,2,,,,
,,POINT (16.367960517253323 48.20773869586622),,,"1A, 2A",,,,
,,POINT (16.29817065476811 48.1334446938646),,,61A,,,,
,,POINT (16.262507808523825 48.190542244443186),,,53A,,,,
,,POINT (16.38658255793419 48.230608475340816),,,"2, N29",,,,
,,POINT (16.53610646972854 48.26153603567337),,,89A,,,,
,,POINT (16.354036601144923 48.14775349072054),,,"66A, N66",,,,
,,POINT (16.34989542129719 48.14777749328108),,,"16A, 66A, 67A, N66",,,,
,,POINT (16.353066505492592 48.14671059681838),,,"16A, 66A, 67A",,,,
,,POINT (16.357809566341587 48.135626947003985),,,N67,,,,
,,POINT (16.370754207217985 48.1385104247598),,,16A,,,,
,,POINT (16.463469019082652 48.25737360002129),,,27A,,,,
,,POINT (16.330330204901813 48.138654349563794),,,65A,,,,
,,POINT (16.456466707628266 48.28152444697895),,,"32A, 510",,,,
,,POINT (16.49784734824033 48.255178589646206),,,"28A, 85A",,,,
,,POINT (16.247362326996384 48.221943103442754),,,52A,,,,
,,POINT (16.350138067113146 48.18143273274221),,,12A,,,,
,,POINT (16.264376289805035 48.18326557733629),,,"54A, 54B",,,,
,,POINT (16.349706875260193 48.18540971436895),,,59A,,,,
,,POINT (16.450003250641423 48.16077596921461),,,"73A, N71",,,,
,,POINT (16.436438858809595 48.263013289987946),,,"27A, 28A, 29A",,,,
,,POINT (16.38437268399542 48.169379969230576),,,"68A, 68B, N68",,,,
,,POINT (16.440993273819288 48.21792090276016),,,"93A, N90",,,,
,,POINT (16.254405087337503 48.21841781633545),,,52B,,,,
,,POINT (16.341873701479567 48.24896401624215),,,"38, N38",,,,
,,POINT (16.39418228166776 48.20249410528794),,,N75,,,,
,,POINT (16.360100356439602 48.20826549822518),,,"1, 2, 71, D",,,,
,,POINT (16.40428830749519 48.257200237503845),,,"28A, 29A, 29B, N30",,,,
,,POINT (16.299428466856817 48.218489587499846),,,"46A, 46B",,,,
,,POINT (16.393239010850323 48.22004572224983),,,82A,,,,
,,POINT (16.39490988138523 48.20538589092694),,,4A,,,,
,,POINT (16.38670833738988 48.21621504436517),,,5A,,,,
,,POINT (16.28947512090133 48.22245177477453),,,"44B, 46A, 46B",,,,
,,POINT (16.27725803263287 48.18779344841686),,,"53A, 54A, 54B, N54",,,,
,,POINT (16.355357287878046 48.21467677133724),,,"43, 44, N43",,,,
,,POINT (16.26778986236161 48.17622740957837),,,54B,,,,
,,POINT (16.47779698242156 48.20897182247291),,,N91,,,,
,,POINT (16.465517073785996 48.15990106406837),,,"71B, 73A, N71",,,,
,,POINT (16.4758206844427 48.204080646957486),,,"93A, 95A, N91",,,,
,,POINT (16.445053548551517 48.214281616957834),,,"92A, 93A, N91",,,,
,,POINT (16.38059072268642 48.18450529932131),,,D,,,,
,,POINT (16.300227890548044 48.16683373368709),,,58B,,,,
,,POINT (16.473952230682528 48.15864266455818),,,"76B, 79A, 79B",,,,
,,POINT (16.197510757307846 48.31864652255751),,,"404, 411",,,,
,,POINT (16.207985031306638 48.330568555211975),,,"403, 405, 406, 411, 415",,,,
,,POINT (16.212341877883397 48.31589262071109),,,"404, 405, 406, 415",,,,
,,POINT (16.20655674098692 48.331559951957),,,"403, 405, 415",,,,
,,POINT (16.21180291282319 48.330765650046914),,,"403, 405, 406, 411, 415",,,,
,,POINT (16.207778411993075 48.32111360049169),,,"106, 404, 405, 406, 415",,,,
,,POINT (16.205514724138602 48.32151380095953),,,"404, 411",,,,
,,POINT (16.269303831532707 48.37646257597105),,,830,,,,
,,POINT (16.474522503916496 48.136328222558824),,,218,,,,
,,POINT (16.322941317107336 48.07813824762855),,,"209, 219, 303, 309, B99",,,,
,,POINT (16.318755251194943 48.08440372169552),,,214,,,,
,,POINT (16.31995893917074 48.08146313438604),,,214,,,,
,,POINT (16.357877129187138 48.29950315715649),,,856,,,,
,,POINT (16.368602969822604 48.296574960871816),,,856,,,,
,,POINT (16.376975220680237 48.292391372612975),,,856,,,,
,,POINT (16.371962653917265 48.296288058608454),,,856,,,,
,,POINT (16.359682735917524 48.306327222777014),,,856,,,,
,,POINT (16.355478659965133 48.30803611922251),,,856,,,,
,,POINT (16.35025947760838 48.30467214034489),,,856,,,,
,,POINT (16.353304757162807 48.30185165051027),,,856,,,,
,,POINT (16.359790524027147 48.301487145470425),,,856,,,,
,,POINT (16.375313333840236 48.294776062591346),,,856,,,,
,,POINT (16.367030891806824 48.30313043140042),,,856,,,,
,,POINT (16.50236157384858 48.36936718400044),,,"500, 501, 502, 505",,,,
,,POINT (16.262188444591864 48.00029057881183),,,"310, 320",,,,
,,POINT (16.533622808844427 48.364145178751826),,,"530, 531",,,,
,,POINT (16.51997678808402 48.046246807611986),,,"221, 222, 227",,,,
,,POINT (16.31396309394245 48.216909385887725),,,2,,,,
,,POINT (16.411887908933352 48.21250374633885),,,82A,,,,
,,POINT (16.349868657849708 48.24520132859447),,,"10A, 39A",,,,
,,POINT (16.31809519616561 48.16122544967935),,,"16A, 64B, N65, N8",,,,
,,POINT (16.36217538184659 48.16244781622003),,,"11, N65",,,,
,,POINT (16.436456841516453 48.25060894940224),,,"26, 27A, N20",,,,
,,POINT (16.29336484391828 48.25225393039669),,,"35A, N35",,,,
,,POINT (16.49829649161972 48.216448373983184),,,"26A, N26",,,,
,,POINT (16.372721600566503 48.21285096898497),,,3A,,,,
,,POINT (16.373745697787534 48.21414396248141),,,"1, 2, 2A, 71, D",,,,
,,POINT (16.244752672042733 48.20328452647444),,,"450, 451, 453, 49A, 50A, N49",,,,
,,POINT (16.424347473016006 48.15803749864162),,,69A,,,,
,,POINT (16.51000144383303 48.22325953427096),,,"88A, 88B",,,,
,,POINT (16.309327747980888 48.167648524113915),,,"16A, 62, 63A, N62",,,,
,,POINT (16.28092330292974 48.250656845933705),,,43A,,,,
,,POINT (16.22209730813332 48.21441949523559),,,450,,,,
,,POINT (16.31361275331982 48.18681712993482),,,"10, 10A, 49, 60, N60",,,,
,,POINT (16.28476804096295 48.22014748923546),,,"46A, 46B",,,,
,,POINT (16.29050812649639 48.15825928089097),,,"58A, 58B",,,,
,,POINT (16.329638588103922 48.19608137616442),,,12A,,,,
,,POINT (16.537849103234354 48.21958473438592),,,98A,,,,
,,POINT (16.343733135826458 48.20754111259885),,,"46, N46",,,,
,,POINT (16.28201904029257 48.13827078117476),,,"66A, N66",,,,
,,POINT (16.26197774731286 48.14457686346037),,,"60A, N60, N61",,,,
,,POINT (16.45494401572318 48.22466006138688),,,"25, 86A, 87A, 95A, 96A, N26",,,,
,,POINT (16.399904391604082 48.15789971440138),,,15A,,,,
,,POINT (16.51000143185771 48.21468257557231),,,"26A, 88A, 88B, N26",,,,
,,POINT (16.40225807123149 48.22382819807101),,,"11A, 11B",,,,
,,POINT (16.349563113858224 48.21300668293458),,,"13A, N71",,,,
,,POINT (16.31858034257005 48.19642868138885),,,10A,,,,
,,POINT (16.470071506750145 48.199566271968564),,,N91,,,,
,,POINT (16.331480025239788 48.157336459730736),,,16A,,,,
,,POINT (16.3659213834369 48.176185448475515),,,"1, 6, N6",,,,
,,POINT (16.442915737128516 48.26982425373443),,,"28A, 29A, N25",,,,
,,POINT (16.307419116035312 48.363375401378995),,,"830, 831, 832",,,,
,,POINT (16.520687209781354 48.38170690742834),,,"501, 514, 515, 530, 531",,,,
,,POINT (16.187997199878495 48.1347518097141),,,250,,,,
,,POINT (16.409367698351208 48.03306317801527),,,221,,,,
,,POINT (16.12037268358146 48.29560700779382),,,"441, 449",,,,
,,POINT (16.456340553761482 48.0719378466485),,,227,,,,
,,POINT (16.306672889198502 48.07455508072616),,,219,,,,
,,POINT (16.165925569637643 48.07174013204879),,,"249, 251, 252, 255",,,,
,,POINT (16.310679373333596 48.076229668559144),,,219,,,,
,,POINT (16.324554247113596 48.29178772259964),,,2,,,,
,,POINT (16.343319956711067 48.293497102477495),,,1,,,,
,,POINT (16.344011650233615 48.29122591263806),,,1,,,,
,,POINT (16.134134476598103 48.14086053276852),,,"250, 251, 252",,,,
,,POINT (16.13250858023551 48.138906343768554),,,"250, 251, 252",,,,
,,POINT (16.31477559923343 48.05157958190255),,,"223, 263, 301",,,,
,,POINT (16.333559329995495 48.0615106160941),,,"311, B01, B24, B99",,,,
,,POINT (16.299890796869263 48.10863612477668),,,"212, 268",,,,
,,POINT (16.211075207588983 48.32660277072214),,,"405, 406, 411, 415",,,,
,,POINT (16.212036407800497 48.32877085956411),,,"405, 406, 411, 415",,,,
,,POINT (16.318333058101445 48.086282012649754),,,"206, 214, 215, 216, 217, 329",,,,
,,POINT (16.56768632262637 48.170038771468015),,,"552, 553",,,,
,,POINT (16.385634412946942 48.03247450428012),,,"221, S60",,,,
,,POINT (16.380460139822688 48.033333504965434),,,"200, 210, 216, 263, 329",,,,
,,POINT (16.378932937443427 48.02891822737829),,,"200, 210, 216, 221, 223, 263, 329",,,,
,,POINT (16.378115536365954 48.026413040354626),,,"200, 216, 263, 329",,,,
,,POINT (16.47292405298957 48.38550133533694),,,501,,,,
,,POINT (16.337705505081143 48.2367117767133),,,"37A, 40A",,,,
,,POINT (16.378551652772284 48.19917113070788),,,4A,,,,
,,POINT (16.404953003334892 48.184499283907414),,,"71, D, N71",,,,
,,POINT (16.448727718943264 48.205637256118365),,,92B,,,,
,,POINT (16.278201255553892 48.13602869452447),,,"60A, N61",,,,
,,POINT (16.486753133903246 48.20548163332281),,,93A,,,,
,,POINT (16.49137947221412 48.177646963098866),,,92B,,,,
,,POINT (16.369020614781608 48.28205654153566),,,34A,,,,
,,POINT (16.49348151637344 48.21704697386305),,,"26A, 97A, N26",,,,
,,POINT (16.395682469656894 48.27146257527067),,,36A,,,,
,,POINT (16.4132533457461 48.17205193877879),,,15A,,,,
,,POINT (16.439960121717792 48.17629320128951),,,"76A, 76B",,,,
,,POINT (16.4809141815213 48.220213267119526),,,"26A, 93A, 97A, 98A, N84",,,,
,,POINT (16.27495829736373 48.15443600837879),,,56A,,,,
,,POINT (16.268445623963604 48.15059443134996),,,"56A, 60, 60A, N60, N61",,,,
,,POINT (16.268221019798844 48.14742984666396),,,60,,,,
,,POINT (16.38968163183522 48.15078015438408),,,19A,,,,
,,POINT (16.409462451919275 48.163082883234374),,,15A,,,,
,,POINT (16.38124220209572 48.29393936097307),,,"32A, 510, 850",,,,
,,POINT (16.325461436014866 48.21623898235922),,,"2, 9",,,,
,,POINT (16.375299729240393 48.17073396817495),,,7A,,,,
,,POINT (16.44815280799735 48.267270962267425),,,28A,,,,
,,POINT (16.421176494115368 48.234276536382325),,,"20A, N25, VAL 3",,,,
,,POINT (16.428111440145003 48.22020729960428),,,"92A, 92B, N90",,,,
,,POINT (16.428452821985324 48.207810458600036),,,"79A, 79B",,,,
,,POINT (16.34856600662211 48.20421242525006),,,"13A, 48A, N71",,,,
,,POINT (16.373593017694994 48.22845419387631),,,5A,,,,
,,POINT (16.27698848009489 48.1494497314888),,,60A,,,,
,,POINT (16.458730743333142 48.394801205158636),,,501,,,,
,,POINT (16.46254851710622 48.39150261689738),,,501,,,,
,,POINT (16.4676598855413 48.38858562643333),,,501,,,,
,,POINT (16.29851197366302 48.07681786444575),,,3,,,,
,,POINT (16.29521046930202 48.08566993812238),,,"1, 109, 2, 207, 214, 215, 216, 217, 219, 259, 261, 262, 263, 264, 265, 268, 269, 270, 3, 329, R 21222, R3, R97, R98, REX1, REX3, S1, S2, S3, S4, SV510",,,,
,,POINT (16.219869671984405 48.3298339470604),,,"403, 413",,,,
,,POINT (16.46528785597066 48.139139817453085),,,266,,,,
,,POINT (16.21736337850107 48.32739116108408),,,403,,,,
,,POINT (16.488410341051914 48.13867219781943),,,272,,,,
,,POINT (16.195246807137636 48.245745772224915),,,"450, 458",,,,
,,POINT (16.19614510778712 48.24772586231749),,,"450, 458",,,,
,,POINT (16.19258780165616 48.236873416991294),,,"450, 458",,,,
,,POINT (16.30280129629198 48.1153116894555),,,"268, 270",,,,
,,POINT (16.211317689448162 48.273471724052044),,,"401, 415",,,,
,,POINT (16.20266692792648 48.27170194076397),,,"401, 445",,,,
,,POINT (16.20281062881169 48.27242533713165),,,"405, 415, 445",,,,
,,POINT (16.204149123632295 48.27284393416665),,,"405, 415",,,,
,,POINT (16.299531422150142 48.119857570861654),,,"268, 270",,,,
,,POINT (16.365962130728487 48.3643422401663),,,857,,,,
,,POINT (16.343238967712747 48.156910954064045),,,"16A, N65",,,,
,,POINT (16.374859604176066 48.222326022477944),,,"2, 31, 5A, 5B, N31",,,,
,,POINT (16.371203417290467 48.21951903836947),,,"2, 31",,,,
,,POINT (16.336025644717747 48.2592875701149),,,38A,,,,
,,POINT (16.3551776364338 48.24871270903133),,,37,,,,
,,POINT (16.40129686819156 48.21796282653841),,,N81,,,,
,,POINT (16.32604536531748 48.23872807461651),,,40A,,,,
,,POINT (16.406206296643578 48.301636500216496),,,510,,,,
,,POINT (16.347191536759784 48.14877839012576),,,"16A, 66A, 67A, N66",,,,
,,POINT (16.382558149100014 48.21033677440326),,,"1, 2, 71",,,,
,,POINT (16.383402546080507 48.21130056983758),,,N29,,,,
,,POINT (16.383330647108565 48.21118087062418),,,1,,,,
,,POINT (16.4057884511779 48.22109910931637),,,"11A, 11B",,,,
,,POINT (16.39267301471529 48.14918596062745),,,19A,,,,
,,POINT (16.42148204953989 48.27601843765588),,,"30A, 32A, 36A, 36B",,,,
,,POINT (16.44045433028608 48.25651841843659),,,31A,,,,
,,POINT (16.363334221781464 48.19524305849882),,,"59A, N62, N71",,,,
,,POINT (16.3620406306821 48.197225050286384),,,"59A, N62, N71",,,,
,,POINT (16.481902304627482 48.239960472431534),,,"26, 26E, 85A, 95A, 95B, N23, N24",,,,
,,POINT (16.279872146848 48.20685865499821),,,"47A, 48A, N46",,,,
,,POINT (16.45482726516717 48.260058993300945),,,"25A, N25",,,,
,,POINT (16.272766578550083 48.20532606761218),,,"47A, 48A",,,,
,,POINT (16.388576778465215 48.18045031333195),,,69A,,,,
,,POINT (16.37985416971534 48.2156883505608),,,"1, 2, 5A, 71, N29",,,,
,,POINT (16.530734569673587 48.24241333054957),,,89A,,,,
,,POINT (16.377558857415437 48.17322614051966),,,"227, 66A, N66",,,,
,,POINT (16.377590424430704 48.17466984845998),,,6,,,,
,,POINT (16.349859613291255 48.213234081361165),,,"33, 5",,,,
,,POINT (16.348350420161395 48.21339578172097),,,"13A, N71",,,,
,,POINT (16.307908501863313 48.201949361305644),,,"10, 49",,,,
,,POINT (16.375070990816823 48.366067023068126),,,857,,,,
,,POINT (16.28820376474423 48.113656411859616),,,269,,,,
,,POINT (16.261353177419554 48.105373077202195),,,212,,,,
,,POINT (16.368512765138554 48.11038154880956),,,"266, 268",,,,
,,POINT (16.345228496912583 48.11885003173286),,,"266, 268",,,,
,,POINT (16.46039200984556 48.10682447673942),,,218,,,,
,,POINT (16.460508722423228 48.11286454743291),,,218,,,,
,,POINT (16.394437911643315 48.097988183026466),,,266,,,,
,,POINT (16.544743953166602 48.36345277151224),,,"530, 531",,,,
,,POINT (16.522205281318314 48.37183775329086),,,"530, 531",,,,
,,POINT (16.52310357360711 48.37051895844938),,,"530, 531",,,,
,,POINT (16.52207059391697 48.377154427684374),,,"501, 514, 515, 531",,,,
,,POINT (16.54105187045393 48.36307677671959),,,531,,,,
